"source_block","brand","product_line_model","source_sku_reference","category","configuration_family","configuration_raw","needle_diameter_mm","needle_diameter_raw","needle_count","needle_count_raw","taper","presentation","application","brazil_market_evidence","source_reference","variant_level","data_status","sort_category","sort_brand","sort_line","sort_configuration","sort_count","sort_diameter"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","3M / Solventum","Indicador biológico de leitura rápida para ETO Attest","1294","Indicador biológico / ETO","","Indicador biológico de leitura rápida","","não aplicável","","não aplicável","não aplicável","não publicado","Controle biológico de óxido de etileno","Produto publicado oficialmente no Brasil; período e apresentação devem ser confirmados na IFU","3M Brasil — 1294","família/modelo","Pendente de validação de SKU","indicador biológico / eto","3m / solventum","indicador biológico de leitura rápida para eto attest","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","3M / Solventum","Indicador biológico para ETO Attest","1264","Indicador biológico / ETO","","Indicador biológico; leitura em 48 h","","não aplicável","","não aplicável","não aplicável","não publicado","Controle biológico de óxido de etileno","Produto publicado oficialmente no Brasil; especificação de apresentação não publicada na categoria","3M Brasil — catálogo","família/modelo","Pendente de validação de SKU","indicador biológico / eto","3m / solventum","indicador biológico para eto attest","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","3M / Solventum","Indicador biológico para ETO Attest","1264S","Indicador biológico / ETO","","Indicador biológico; leitura em 48 h","","não aplicável","","não aplicável","não aplicável","não publicado","Controle biológico de óxido de etileno","Produto publicado oficialmente no Brasil; confirmar diferença de SKU e apresentação com representante","3M Brasil — catálogo","família/modelo","Pendente de validação de SKU","indicador biológico / eto","3m / solventum","indicador biológico para eto attest","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","3M / Solventum","Indicador biológico de leitura rápida para vapor Attest","1291","Indicador biológico / vapor","","Indicador biológico autocontido; leitura rápida","","não aplicável","","não aplicável","não aplicável","não publicado","Controle biológico de esterilização a vapor; período de incubação publicado na categoria como 1 h para leitura rápida","Produto publicado oficialmente no Brasil; organismo/população não publicados na listagem","3M Brasil — 1291","família/modelo","Pendente de validação de SKU","indicador biológico / vapor","3m / solventum","indicador biológico de leitura rápida para vapor attest","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","3M / Solventum","Indicador biológico de leitura rápida para vapor Attest","1292","Indicador biológico / vapor","","Indicador biológico autocontido; leitura rápida","","não aplicável","","não aplicável","não aplicável","não publicado","Controle biológico de vapor; leitura rápida","Produto publicado oficialmente no Brasil; período de incubação e apresentação devem ser confirmados no SKU","3M Brasil — 1292","família/modelo","Pendente de validação de SKU","indicador biológico / vapor","3m / solventum","indicador biológico de leitura rápida para vapor attest","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","3M / Solventum","Indicador biológico de leitura super-rápida para vapor Attest","1492V","Indicador biológico / vapor","","Indicador biológico autocontido; leitura super-rápida","","não aplicável","","não aplicável","não aplicável","não publicado","Controle biológico de vapor; leitura super-rápida","Produto publicado oficialmente no Brasil; compatibilidade com leitora deve ser cadastrada separadamente","3M Brasil — 1492V","família/modelo","Pendente de validação de SKU","indicador biológico / vapor","3m / solventum","indicador biológico de leitura super-rápida para vapor attest","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","3M / Solventum","Indicador biológico de vapor Attest","1262","Indicador biológico / vapor","","Indicador biológico; leitura final negativa em 48 h","","não aplicável","","não aplicável","não aplicável","não publicado","Controle biológico de vapor; leitura final negativa em 48 h","Produto publicado oficialmente no Brasil; apresentação varia por SKU","3M Brasil — 1262","família/modelo","Pendente de validação de SKU","indicador biológico / vapor","3m / solventum","indicador biológico de vapor attest","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","3M / Solventum","Indicador biológico de vapor Attest","1262B","Indicador biológico / vapor","","Indicador biológico; caixa com 100 ampolas","","não aplicável","","não aplicável","não aplicável","caixa com 100 ampolas","Controle biológico de vapor; leitura final negativa em 48 h","Especificação e apresentação confirmadas na página brasileira","3M Brasil — 1262B","família/modelo","Fonte técnica modelada","indicador biológico / vapor","3m / solventum","indicador biológico de vapor attest","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","3M / Solventum","Indicador biológico de vapor Attest","1262BT","Indicador biológico / vapor","","Indicador biológico; caixa com 10 unidades","","não aplicável","","não aplicável","não aplicável","caixa com 10 unidades","Controle biológico de vapor; leitura final negativa em 48 h","Especificação e apresentação confirmadas na página brasileira","3M Brasil — 1262BT","família/modelo","Fonte técnica modelada","indicador biológico / vapor","3m / solventum","indicador biológico de vapor attest","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","Sispack","Indicador biológico vapor","BT225","Indicador biológico / vapor","","não publicado","","não aplicável","","não aplicável","não aplicável","não publicado","Controle biológico de vapor; especificação operacional deve ser confirmada","Presença comercial no Brasil confirmada pelo catálogo; detalhes não publicados na listagem","Sispack — Produtos","família/modelo","Pendente de validação de SKU","indicador biológico / vapor","sispack","indicador biológico vapor","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","Sispack","Indicador biológico vapor 24 h","SP20","Indicador biológico / vapor","","Autocontido","","não aplicável","","não aplicável","não aplicável","não publicado","Controle biológico de esterilização a vapor; resposta final em até 24 horas","Presença comercial no Brasil confirmada; organismo e população não publicados na página resumida","Sispack — SP20","família/modelo","Pendente de validação de SKU","indicador biológico / vapor","sispack","indicador biológico vapor 24 h","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","Sispack","Indicador biológico vapor 3 h","SP220","Indicador biológico / vapor","","Autocontido, terceira geração","","não aplicável","","não aplicável","não aplicável","não publicado","Controle biológico de esterilização a vapor saturado, resposta final em 3 horas","Presença comercial no Brasil confirmada; organismo, população e incubadora compatível não publicados na página resumida","Sispack — SP220","família/modelo","Pendente de validação de SKU","indicador biológico / vapor","sispack","indicador biológico vapor 3 h","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","3M / Solventum","Indicador biológico de VH2O2 Attest","1295","Indicador biológico / VH2O2","","Indicador biológico de leitura rápida","","não aplicável","","não aplicável","não aplicável","30 por pacote; 4 pacotes por caixa","Controle biológico de peróxido de hidrogênio vaporizado","Produto publicado oficialmente no Brasil; apresentação confirmada na página de categoria","3M Brasil — 1295","família/modelo","Fonte técnica modelada","indicador biológico / vh2o2","3m / solventum","indicador biológico de vh2o2 attest","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","Sispack","Indicador biológico vapor","BT98","Indicador biológico / VH2O2","","não publicado","","não aplicável","","não aplicável","não aplicável","não publicado","Controle biológico de VH2O2, conforme seção de monitoramento publicada","Presença comercial no Brasil confirmada; tempo de leitura não publicado na listagem","Sispack — Produtos","família/modelo","Pendente de validação de SKU","indicador biológico / vh2o2","sispack","indicador biológico vapor","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","3M / Solventum","Pacote teste Bowie-Dick Comply","1233","Indicador químico / Bowie-Dick","","Pacote pronto","","não aplicável","","não aplicável","não aplicável","caixa com 30, conforme título da página","Teste Bowie-Dick para autoclaves compatíveis; confirmar ciclo e equipamento","Produto publicado oficialmente no Brasil; apresentação confirmada no título","3M Brasil — 1233","família/modelo","Fonte técnica modelada","indicador químico / bowie-dick","3m / solventum","pacote teste bowie-dick comply","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","3M / Solventum","Pacote teste Bowie-Dick Comply","1233LF BR","Indicador químico / Bowie-Dick","","Pacote pronto","","não aplicável","","não aplicável","não aplicável","não publicado na página resumida","Teste Bowie-Dick; uso usual, confirmar com fabricante","Produto publicado oficialmente no Brasil; SKU BR confirmado, apresentação não publicada","3M Brasil — 1233LF BR","família/modelo","Pendente de validação de SKU","indicador químico / bowie-dick","3m / solventum","pacote teste bowie-dick comply","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","3M / Solventum","Pacote teste Bowie-Dick Comply","0135LF BR","Indicador químico / Bowie-Dick","","Pacote pronto","","não aplicável","","não aplicável","não aplicável","não publicado","Teste Bowie-Dick; uso usual, confirmar com fabricante","Produto publicado oficialmente no Brasil; apresentação não publicada","3M Brasil — 0135LF BR","família/modelo","Pendente de validação de SKU","indicador químico / bowie-dick","3m / solventum","pacote teste bowie-dick comply","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","3M / Solventum","Pacote teste Bowie-Dick Comply","1300","Indicador químico / Bowie-Dick","","Pacote pronto","","não aplicável","","não aplicável","não aplicável","não publicado","Teste Bowie-Dick; uso usual, confirmar com fabricante","Produto publicado oficialmente no Brasil; apresentação não publicada","3M Brasil — 1300","família/modelo","Pendente de validação de SKU","indicador químico / bowie-dick","3m / solventum","pacote teste bowie-dick comply","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","3M / Solventum","Pacote teste Bowie-Dick Comply","1301","Indicador químico / Bowie-Dick","","Pacote pronto","","não aplicável","","não aplicável","não aplicável","não publicado","Teste Bowie-Dick; uso usual, confirmar com fabricante","Produto publicado oficialmente no Brasil; apresentação não publicada","3M Brasil — 1301","família/modelo","Pendente de validação de SKU","indicador químico / bowie-dick","3m / solventum","pacote teste bowie-dick comply","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","Sispack","Bowie & Dick folha tamanho A4","BDA4","Indicador químico / Bowie-Dick","","Folha A4","","A4; gramatura não publicada","","não aplicável","não aplicável","folha","Teste Bowie-Dick; confirmar equipamento e ciclo","Presença comercial no Brasil confirmada; especificação de processo não publicada","Sispack — Produtos","família/modelo","Fonte técnica modelada","indicador químico / bowie-dick","sispack","bowie & dick folha tamanho a4","999","999","00099"
